input_file,si,ti,n
Sparks_cut_13.mkv,31.398,0.0,1
Sparks_cut_13.mkv,31.389,4.237,2
Sparks_cut_13.mkv,31.39,4.287,3
Sparks_cut_13.mkv,31.373,4.276,4
Sparks_cut_13.mkv,31.404,4.319,5
Sparks_cut_13.mkv,31.43,4.248,6
Sparks_cut_13.mkv,31.446,4.19,7
Sparks_cut_13.mkv,31.476,4.172,8
Sparks_cut_13.mkv,31.474,4.242,9
Sparks_cut_13.mkv,31.46,4.294,10
Sparks_cut_13.mkv,31.442,4.252,11
Sparks_cut_13.mkv,31.433,4.19,12
Sparks_cut_13.mkv,31.415,4.181,13
Sparks_cut_13.mkv,31.414,4.224,14
Sparks_cut_13.mkv,31.39,4.229,15
Sparks_cut_13.mkv,31.409,4.202,16
Sparks_cut_13.mkv,31.426,4.184,17
Sparks_cut_13.mkv,31.429,4.174,18
Sparks_cut_13.mkv,31.453,4.246,19
Sparks_cut_13.mkv,31.474,4.349,20
Sparks_cut_13.mkv,31.473,4.315,21
Sparks_cut_13.mkv,31.482,4.169,22
Sparks_cut_13.mkv,31.499,4.134,23
Sparks_cut_13.mkv,31.498,4.174,24
Sparks_cut_13.mkv,31.423,4.329,25
Sparks_cut_13.mkv,31.405,4.509,26
Sparks_cut_13.mkv,31.412,4.433,27
Sparks_cut_13.mkv,31.433,4.252,28
Sparks_cut_13.mkv,31.493,4.204,29
Sparks_cut_13.mkv,31.497,4.212,30
Sparks_cut_13.mkv,31.522,4.201,31
Sparks_cut_13.mkv,31.553,4.186,32
Sparks_cut_13.mkv,31.568,4.179,33
Sparks_cut_13.mkv,31.571,4.214,34
Sparks_cut_13.mkv,31.548,4.26,35
Sparks_cut_13.mkv,31.556,4.277,36
Sparks_cut_13.mkv,31.554,4.276,37
Sparks_cut_13.mkv,31.556,4.258,38
Sparks_cut_13.mkv,31.581,4.236,39
Sparks_cut_13.mkv,31.581,4.264,40
Sparks_cut_13.mkv,31.607,4.286,41
Sparks_cut_13.mkv,31.616,4.273,42
Sparks_cut_13.mkv,31.633,4.283,43
Sparks_cut_13.mkv,31.62,4.272,44
Sparks_cut_13.mkv,31.659,4.248,45
Sparks_cut_13.mkv,31.624,4.303,46
Sparks_cut_13.mkv,31.607,4.395,47
Sparks_cut_13.mkv,31.597,4.391,48
Sparks_cut_13.mkv,31.595,4.31,49
Sparks_cut_13.mkv,31.625,4.234,50
Sparks_cut_13.mkv,31.636,4.194,51
Sparks_cut_13.mkv,31.657,4.218,52
Sparks_cut_13.mkv,31.649,4.273,53
Sparks_cut_13.mkv,31.641,4.347,54
Sparks_cut_13.mkv,31.668,4.391,55
Sparks_cut_13.mkv,31.67,4.289,56
Sparks_cut_13.mkv,31.636,4.457,57
Sparks_cut_13.mkv,31.581,4.867,58
Sparks_cut_13.mkv,31.563,5.141,59
Sparks_cut_13.mkv,31.573,5.224,60
Sparks_cut_13.mkv,31.595,4.937,61
Sparks_cut_13.mkv,31.631,4.587,62
Sparks_cut_13.mkv,31.592,4.508,63
Sparks_cut_13.mkv,31.583,4.49,64
Sparks_cut_13.mkv,31.594,4.311,65
Sparks_cut_13.mkv,31.637,4.175,66
Sparks_cut_13.mkv,31.674,4.22,67
Sparks_cut_13.mkv,31.679,4.291,68
Sparks_cut_13.mkv,31.66,4.339,69
Sparks_cut_13.mkv,31.633,4.419,70
Sparks_cut_13.mkv,31.637,4.427,71
Sparks_cut_13.mkv,31.615,4.523,72
Sparks_cut_13.mkv,31.584,4.66,73
Sparks_cut_13.mkv,31.602,4.623,74
Sparks_cut_13.mkv,31.617,4.46,75
Sparks_cut_13.mkv,31.65,4.336,76
Sparks_cut_13.mkv,31.629,4.267,77
Sparks_cut_13.mkv,31.613,4.307,78
Sparks_cut_13.mkv,31.567,4.447,79
Sparks_cut_13.mkv,31.551,4.542,80
Sparks_cut_13.mkv,31.603,4.447,81
Sparks_cut_13.mkv,31.603,4.382,82
Sparks_cut_13.mkv,31.613,4.356,83
Sparks_cut_13.mkv,31.602,4.436,84
Sparks_cut_13.mkv,31.586,4.483,85
Sparks_cut_13.mkv,31.557,4.559,86
Sparks_cut_13.mkv,31.579,4.565,87
Sparks_cut_13.mkv,31.577,4.494,88
Sparks_cut_13.mkv,31.588,4.429,89
Sparks_cut_13.mkv,31.599,4.366,90
Sparks_cut_13.mkv,31.589,4.287,91
Sparks_cut_13.mkv,31.556,4.344,92
Sparks_cut_13.mkv,31.52,4.496,93
Sparks_cut_13.mkv,31.503,4.617,94
Sparks_cut_13.mkv,31.508,4.685,95
Sparks_cut_13.mkv,31.502,4.634,96
Sparks_cut_13.mkv,31.531,4.508,97
Sparks_cut_13.mkv,31.482,4.569,98
Sparks_cut_13.mkv,31.408,5.003,99
Sparks_cut_13.mkv,31.329,5.379,100
Sparks_cut_13.mkv,31.288,5.557,101
Sparks_cut_13.mkv,31.26,5.527,102
Sparks_cut_13.mkv,31.326,5.298,103
Sparks_cut_13.mkv,31.334,5.074,104
Sparks_cut_13.mkv,31.286,4.982,105
Sparks_cut_13.mkv,31.282,4.997,106
Sparks_cut_13.mkv,31.223,5.06,107
Sparks_cut_13.mkv,31.185,5.17,108
Sparks_cut_13.mkv,31.122,5.228,109
Sparks_cut_13.mkv,31.104,5.154,110
Sparks_cut_13.mkv,31.045,4.996,111
Sparks_cut_13.mkv,30.959,4.909,112
Sparks_cut_13.mkv,30.878,4.977,113
Sparks_cut_13.mkv,30.695,5.097,114
Sparks_cut_13.mkv,30.513,5.297,115
Sparks_cut_13.mkv,30.343,5.417,116
Sparks_cut_13.mkv,30.22,5.435,117
Sparks_cut_13.mkv,30.094,5.323,118
Sparks_cut_13.mkv,30.008,5.346,119
Sparks_cut_13.mkv,29.85,5.417,120
Sparks_cut_13.mkv,29.75,5.76,121
Sparks_cut_13.mkv,29.648,6.107,122
Sparks_cut_13.mkv,29.563,6.174,123
Sparks_cut_13.mkv,29.648,6.187,124
Sparks_cut_13.mkv,29.717,6.094,125
Sparks_cut_13.mkv,29.769,6.17,126
Sparks_cut_13.mkv,29.837,6.324,127
Sparks_cut_13.mkv,29.94,6.463,128
Sparks_cut_13.mkv,29.92,6.631,129
Sparks_cut_13.mkv,29.982,6.765,130
Sparks_cut_13.mkv,29.982,6.813,131
Sparks_cut_13.mkv,29.959,6.857,132
Sparks_cut_13.mkv,29.95,6.909,133
Sparks_cut_13.mkv,29.896,6.972,134
Sparks_cut_13.mkv,29.84,7.059,135
Sparks_cut_13.mkv,29.839,7.279,136
Sparks_cut_13.mkv,29.793,7.389,137
Sparks_cut_13.mkv,29.694,7.362,138
Sparks_cut_13.mkv,29.6,7.517,139
Sparks_cut_13.mkv,29.496,7.605,140
Sparks_cut_13.mkv,29.406,7.587,141
Sparks_cut_13.mkv,29.389,7.505,142
Sparks_cut_13.mkv,29.379,7.407,143
Sparks_cut_13.mkv,29.337,7.436,144
Sparks_cut_13.mkv,29.319,7.321,145
Sparks_cut_13.mkv,29.247,7.201,146
Sparks_cut_13.mkv,29.159,7.205,147
Sparks_cut_13.mkv,29.088,7.205,148
Sparks_cut_13.mkv,29.04,7.077,149
Sparks_cut_13.mkv,28.991,6.954,150
Sparks_cut_13.mkv,28.906,7.058,151
Sparks_cut_13.mkv,28.855,7.252,152
Sparks_cut_13.mkv,28.839,7.378,153
Sparks_cut_13.mkv,28.838,7.392,154
Sparks_cut_13.mkv,28.822,7.348,155
Sparks_cut_13.mkv,28.814,7.264,156
Sparks_cut_13.mkv,28.785,7.218,157
Sparks_cut_13.mkv,28.758,7.287,158
Sparks_cut_13.mkv,28.707,7.426,159
Sparks_cut_13.mkv,28.641,7.562,160
Sparks_cut_13.mkv,28.512,7.796,161
Sparks_cut_13.mkv,28.416,7.937,162
Sparks_cut_13.mkv,28.202,7.96,163
Sparks_cut_13.mkv,28.23,7.845,164
Sparks_cut_13.mkv,28.166,7.881,165
Sparks_cut_13.mkv,28.008,8.047,166
Sparks_cut_13.mkv,27.949,8.159,167
Sparks_cut_13.mkv,27.97,8.207,168
Sparks_cut_13.mkv,27.955,8.244,169
Sparks_cut_13.mkv,27.98,8.234,170
Sparks_cut_13.mkv,27.983,8.223,171
Sparks_cut_13.mkv,27.943,8.207,172
Sparks_cut_13.mkv,27.871,8.13,173
Sparks_cut_13.mkv,27.829,8.113,174
Sparks_cut_13.mkv,27.799,8.056,175
Sparks_cut_13.mkv,27.804,7.968,176
Sparks_cut_13.mkv,27.735,7.929,177
Sparks_cut_13.mkv,27.663,7.865,178
Sparks_cut_13.mkv,27.608,7.736,179
Sparks_cut_13.mkv,27.554,7.634,180
Sparks_cut_13.mkv,27.494,7.529,181
Sparks_cut_13.mkv,27.409,7.499,182
Sparks_cut_13.mkv,27.287,7.527,183
Sparks_cut_13.mkv,27.182,7.563,184
Sparks_cut_13.mkv,27.058,7.613,185
Sparks_cut_13.mkv,26.981,7.627,186
Sparks_cut_13.mkv,26.937,7.56,187
Sparks_cut_13.mkv,26.834,7.48,188
Sparks_cut_13.mkv,26.817,7.362,189
Sparks_cut_13.mkv,26.772,7.316,190
Sparks_cut_13.mkv,26.685,7.41,191
Sparks_cut_13.mkv,26.616,7.348,192
Sparks_cut_13.mkv,26.637,7.249,193
Sparks_cut_13.mkv,26.621,7.201,194
Sparks_cut_13.mkv,26.622,7.175,195
Sparks_cut_13.mkv,26.609,7.152,196
Sparks_cut_13.mkv,26.598,7.102,197
Sparks_cut_13.mkv,26.591,7.084,198
Sparks_cut_13.mkv,26.609,7.069,199
Sparks_cut_13.mkv,26.613,7.002,200
Sparks_cut_13.mkv,26.614,7.013,201
Sparks_cut_13.mkv,26.627,7.052,202
Sparks_cut_13.mkv,26.578,7.019,203
Sparks_cut_13.mkv,26.579,7.003,204
Sparks_cut_13.mkv,26.57,6.922,205
Sparks_cut_13.mkv,26.564,6.866,206
Sparks_cut_13.mkv,26.578,6.829,207
Sparks_cut_13.mkv,26.624,6.823,208
Sparks_cut_13.mkv,26.635,6.832,209
Sparks_cut_13.mkv,26.623,6.938,210
Sparks_cut_13.mkv,26.609,6.994,211
Sparks_cut_13.mkv,26.634,6.948,212
Sparks_cut_13.mkv,26.687,6.975,213
Sparks_cut_13.mkv,26.692,7.039,214
Sparks_cut_13.mkv,26.723,6.979,215
Sparks_cut_13.mkv,26.705,6.923,216
Sparks_cut_13.mkv,26.663,6.958,217
Sparks_cut_13.mkv,26.685,6.895,218
Sparks_cut_13.mkv,26.686,6.841,219
Sparks_cut_13.mkv,26.719,6.766,220
Sparks_cut_13.mkv,26.732,6.703,221
Sparks_cut_13.mkv,26.817,6.602,222
Sparks_cut_13.mkv,26.849,6.542,223
Sparks_cut_13.mkv,26.869,6.608,224
Sparks_cut_13.mkv,26.909,6.572,225
Sparks_cut_13.mkv,26.96,6.567,226
Sparks_cut_13.mkv,26.958,6.594,227
Sparks_cut_13.mkv,26.952,6.582,228
Sparks_cut_13.mkv,26.974,6.506,229
Sparks_cut_13.mkv,26.96,6.578,230
Sparks_cut_13.mkv,26.969,6.577,231
Sparks_cut_13.mkv,26.998,6.614,232
Sparks_cut_13.mkv,27.042,6.582,233
Sparks_cut_13.mkv,27.138,6.505,234
Sparks_cut_13.mkv,27.208,6.392,235
Sparks_cut_13.mkv,27.255,6.308,236
Sparks_cut_13.mkv,27.29,6.302,237
Sparks_cut_13.mkv,27.317,6.322,238
Sparks_cut_13.mkv,27.328,6.306,239
Sparks_cut_13.mkv,27.366,6.317,240
Sparks_cut_13.mkv,27.4,6.314,241
Sparks_cut_13.mkv,27.479,6.295,242
Sparks_cut_13.mkv,27.517,6.222,243
Sparks_cut_13.mkv,27.511,6.248,244
Sparks_cut_13.mkv,27.514,6.249,245
Sparks_cut_13.mkv,27.523,6.257,246
Sparks_cut_13.mkv,27.53,6.265,247
Sparks_cut_13.mkv,27.483,6.281,248
Sparks_cut_13.mkv,27.474,6.323,249
Sparks_cut_13.mkv,27.475,6.365,250
Sparks_cut_13.mkv,27.518,6.286,251
Sparks_cut_13.mkv,27.58,6.103,252
Sparks_cut_13.mkv,27.59,6.037,253
Sparks_cut_13.mkv,27.582,6.106,254
Sparks_cut_13.mkv,27.559,6.192,255
Sparks_cut_13.mkv,27.558,6.188,256
Sparks_cut_13.mkv,27.561,6.207,257
Sparks_cut_13.mkv,27.585,6.234,258
Sparks_cut_13.mkv,27.644,6.125,259
